Name,City,Cuisine Style,Ranking,Restaurants Count,Ranking Normalized,Rating,Price Range,Number of Reviews
Sabor Beirao,Lisbon,"European, Portuguese",3014,4685,0.6433297758804696,4.0,$$ - $$$,9
La Caracola,Madrid,"Mediterranean, Spanish",5547,10890,0.509366391184573,4.5,$$ - $$$,6
Gemini Les Halles,Paris,"Italian, Pizza, Mediterranean, European",2650,16668,0.1589872810175186,4.0,$$ - $$$,269
La Phyliale,Paris,"Asian, Vietnamese",3071,16668,0.18424526037916966,4.5,$,91
El Calamar,Madrid,Spanish,6890,10890,0.6326905417814509,3.0,$$ - $$$,126
Mi Garba La Pizza,Rome,"Pizza, Italian",4743,10586,0.4480445871906291,3.5,$,135
13 De Margarit,Barcelona,"Mediterranean, Spanish, European",4029,9312,0.4326675257731959,4.5,$$ - $$$,34
Bar XX Settembre, Rome,"Italian, Bar, Cafe, Deli",168,575,0.2921739130434783,4.5,$,35
Bellini Cucina Italiana,Vienna,Italian,3429,3953,0.8674424487730837,3.0,$,6
Hajek & Hajkova,Prague,Cafe,2264,5235,0.43247373447946513,4.0,$$ - $$$,13
Homemate,Copenhagen,"European, Scandinavian",1080,2333,0.46292327475353623,5.0,$,8
Sthlm Kebab,Stockholm,"Italian, Turkish",2224,2880,0.7722222222222223,3.0,$,7
Bagel Corner,Paris,"Fast Food, Street Food",10933,16668,0.6559275257979361,4.5,$,4
Kinugawa Matignon,Paris,"Japanese, Asian",3751,16668,0.22504199664026878,4.0,$$$$,116
Rumpler,Munich,"German, Central European, European",594,3020,0.1966887417218543,4.0,$$ - $$$,80
L'Orangerie Paris,Paris,"Local cuisine, French, European, Vegetarian Friendly",1204,16668,0.07223422126229902,4.0,$$ - $$$,566
Snack Bar Apolo 70,Lisbon,,3204,4685,0.6838847385272145,4.0,$,8
Piccolo Caratello,Paris,"Italian, Mediterranean, European",917,16668,0.05501559875209983,4.5,$$ - $$$,119
Bonheur Joel,Paris,"Chinese, Asian",15020,16668,0.9011279097672186,2.0,$,8
Nam Kee Nieuwmarkt,Amsterdam,"Chinese, Asian",1510,3854,0.3918007265179035,3.5,$$ - $$$,261
Au Buffet de la Gare,Fontainebleau,"European, French",103,124,0.8306451612903226,3.0,$$ - $$$,13
Au Gourmet,Paris,French,4356,16668,0.2613390928725702,4.5,$,145
Bar DA Mario,Rome,Cafe,8298,10586,0.7838654827130171,5.0,$,1
Potpourri,Rome,"Italian, Pizza, Seafood, Mediterranean, Middle Eastern",3406,10586,0.32174570187039486,3.5,$,243
Kafe Kapers,Copenhagen,"Cafe, International, European, Bar, Danish",2125,2333,0.9108444063437634,2.5,$$ - $$$,112
Creperie Praha Sro,ue,,125,198,0.6313131313131313,4.5,$,15
King Kebab & Pizza,London,Fast Food,11960,19359,0.6178005062244951,4.5,$,3
Svejk Restaurant U Brazdu,Prague,"Czech, European, Pub, Central European",1801,5235,0.3440305635148042,3.5,$,79
Restaurante Coral,Barcelona,"Spanish, Mediterranean",3619,9312,0.38863831615120276,4.0,$$ - $$$,31
Monteiro Mor,Lisbon,"Brazilian, Portuguese, European, South American",2764,4685,0.5899679829242263,3.5,$$ - $$$,15
Summer With Monika,London,"Swedish, Scandinavian, European, Healthy",12436,19359,0.6423885531277442,3.5,$,9
BAKE,Saint-Gilles,American,83,103,0.8058252427184466,4.0,$,1
Nova Goa,Lisbon,Indian,1833,4685,0.3912486659551761,4.0,$$ - $$$,52
Casa Barranco,Madrid,Spanish,5599,10890,0.5141414141414141,4.5,$,6
Veritas Winebar,Budapest,"European, Wine Bar, Central European, Hungarian, Vegetarian Friendly",165,2933,0.056256392771905896,4.5,$$ - $$$,278
brasserie l'escale,Anderlecht,"French, Belgian, Bar, European, Central European",4,89,0.0449438202247191,4.0,$$ - $$$,251
La soeur du patron,Brussels,French,2161,3526,0.61287577992059,3.5,$$ - $$$,31
Luise,Berlin,German,2624,7127,0.3681773537252701,4.0,$$ - $$$,60
Bamboo Palace,Stockholm,"Chinese, Sushi, Asian, Japanese",2466,2880,0.85625,3.0,$$ - $$$,60
The Old Red Lion,London,"Pub, Gastropub, Bar, British",6077,19359,0.31391084250219536,4.0,$$ - $$$,29
Elements Restaurant,London,"Pizza, International, European",8391,19359,0.4334418100108477,3.5,$$ - $$$,54
Da Ferdinando,Vienna,"Italian, Pizza, Mediterranean, European",1218,3953,0.30812041487477865,4.0,$$ - $$$,285
Nedre Foss Gaard,Oslo,"International, European, Scandinavian, Norwegian, Vegetarian Friendly",218,1306,0.1669218989280245,3.5,$$ - $$$,203
Yamato,Barcelona,"Chinese, Sushi, Japanese",7759,9312,0.8332259450171822,3.0,$,9
Restaurant Zagreb,Berlin,"Croatian, European",3495,7127,0.4903886628314859,4.0,$$ - $$$,13
Adam & Eve,London,"Bar, British, Pub",392,1819,0.21550302363936227,4.0,$$ - $$$,165
Restaurant Habsburg,Amsterdam,"Dutch, European",3402,3854,0.8827192527244422,3.0,$$ - $$$,42
Neko Sushi,Barcelona,"Sushi, Japanese, Asian",2729,9312,0.2930627147766323,4.5,$$ - $$$,30
Pizzaklub,Berlin,"Italian, Pizza",2903,7127,0.40732425985688225,4.0,$$ - $$$,34
Mesa Antigua,Porto,"Portuguese, European",973,1900,0.5121052631578947,4.5,$$ - $$$,15
Imbiss bei Schorsch,Hamburg,"German, Fast Food",709,3157,0.22458029775102945,4.0,$,42
Au Vin sur la Planche,Paris,"French, Wine Bar, Spanish",7997,16668,0.47978161747060233,4.0,$$ - $$$,32
Parallel Amsterdam,Amsterdam,"Mediterranean, European, Spanish, Catalan, Vegetarian Friendly",51,3854,0.013233004670472236,4.5,$$ - $$$,176
Can Cargolet,Barcelona,"Mediterranean, European, Spanish",1538,9312,0.16516323024054982,4.0,$$ - $$$,190
Cafe des Vosges,Lyon,"French, Bar, European, International, Pub",2442,2705,0.9027726432532347,2.5,$$ - $$$,170
Jurablick,Zurich,Swiss,921,1795,0.5130919220055711,3.5,$$ - $$$,32
asia garten,Vienna,"Chinese, Asian, Taiwanese",2510,3953,0.6349607892739692,4.5,$,5
s'Kellerstockl Buschenschank Weinbau,Vienna,Wine Bar,1856,3953,0.4695168226663294,4.5,$$ - $$$,9
Il Destino,Geneva,"Italian, European",390,1674,0.23297491039426524,4.0,$$ - $$$,54
Kirin,Barcelona,"Japanese, Sushi, Asian",6793,9312,0.7294888316151202,3.5,$$ - $$$,16
Adaga Bar Della Palestra,Milan,"Mediterranean, Italian",4024,7025,0.5728113879003559,5.0,$$ - $$$,6
Restaurant Delikeet,Amsterdam,"International, European",1686,3854,0.43746756616502336,4.0,$$ - $$$,50
Restaurante Casa Perico,Madrid,"European, Spanish",1523,10890,0.13985307621671259,4.0,$$ - $$$,184
Colours,London,Bar,278,342,0.8128654970760234,3.5,$$ - $$$,35
Flamingo Bar,Lisbon,Meals,2499,4685,0.5334044823906083,5.0,$$ - $$$,15
Mono Bar,Milan,"Italian, Bar, Pub",1897,7025,0.2700355871886121,4.0,$,114
Mochi,Vienna,"Japanese, Sushi, Asian",70,3953,0.01770806982038958,4.5,$$ - $$$,624
Radion Eetcafe,Amsterdam,"Bar, European, Pub",1129,3854,0.29294239750908146,4.0,$,67
Papagallo,Stockholm,"Bar, Pub",1694,2880,0.5881944444444445,3.5,$$ - $$$,49
Cafe de la piscine,Paris,"French, Mediterranean",13444,16668,0.8065754739620831,3.5,$$ - $$$,2
Douceurs et Traditions,Paris,French,9146,16668,0.5487161027117831,4.5,$,7
Notes, London,"Cafe, British",688,1407,0.48898365316275766,4.5,$,16
Dionisos Huertas,Madrid,"Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options",773,10890,0.07098255280073462,4.0,$$ - $$$,586
Jazzland,Vienna,"Bar, Pub",756,3953,0.19124715406020742,4.5,$$ - $$$,41
Restaurante Japones Tempura-ya,Barcelona,"Japanese, Sushi, Asian",505,9312,0.05423109965635739,4.5,$$ - $$$,367
Eden Thes & Cafes,Brussels,Japanese,2344,3526,0.6647759500850823,4.5,$,4
Philema,Ixelles,"Mediterranean, European, Greek",8,243,0.03292181069958848,4.5,$$ - $$$,199
Wok Inn,London,Chinese,16442,19359,0.8493207293765174,2.0,$,7
Lady Godiva,Geneva,"Bar, Pub, British",943,1674,0.5633213859020311,3.5,$$ - $$$,36
Volle Petrol,Lyon,Meals,739,2705,0.2731977818853974,4.5,$,46
Tevet & Friends,Paris,Spanish,13579,16668,0.8146748260139189,4.0,$,1
Antonius Tenne,Munich,"German, Central European, European",845,3020,0.27980132450331124,4.5,$$ - $$$,24
The Three Crowns,London,"Bar, British, Pub",2299,19359,0.11875613409783563,4.0,$$ - $$$,209
Not Just Falafel,Athens,"Middle Eastern, Lebanese, Fast Food, Mediterranean",306,2438,0.12551271534044298,4.5,$,145
FUTAKE,Paris,"Japanese, Asian",4199,16668,0.25191984641228704,4.5,$$ - $$$,64
Gutruf,Vienna,"Austrian, European",1318,3953,0.3334176574753352,4.5,$$ - $$$,21
Lnko,Athens,"Mediterranean, Greek",1574,2438,0.645611156685808,4.0,$,7
Gentili Caffe,Rome,Italian,4246,10586,0.4010957868883431,4.5,$,32
Bar-celona cafe,Barcelona,"Cafe, Mediterranean",3560,9312,0.38230240549828176,5.0,$,16
Grove Park Fish & Chips,London,Seafood,16767,19359,0.8661087866108786,1.0,$,9
Tulup Paletas,Madrid,,4401,10890,0.4041322314049587,4.5,$,10
O Paco,Lisbon,"Mediterranean, European, Portuguese, Seafood",1725,4685,0.368196371398079,4.0,$$ - $$$,81
Restaurante Bugui,Barcelona,"Mediterranean, European, Spanish",4780,9312,0.5133161512027491,3.5,$$ - $$$,210
De Pizza,Barcelona,,6001,9312,0.6444372852233677,4.5,$$ - $$$,3
Eis Schmidt,Hamburg,Meals,2202,3157,0.6974976243268927,3.5,$,12
"""Fusion Meal"" Eth Honggerberg",Zurich,"Swiss, European",1618,1795,0.9013927576601671,2.5,$,3
Corn'R,Paris,"French, Fast Food",8409,16668,0.5044996400287977,4.0,$,20
The Tiger,London,"American, Bar, Pub",7874,19359,0.40673588511803294,4.5,$$ - $$$,20
The Willow Walk Pub,London,"Bar, British, Pub",189,1819,0.10390324354040682,3.5,$,463
Scrumptious,Dublin,Cafe,919,2313,0.39731949848681364,4.5,$,23
Passager,Paris,Meals,9637,16668,0.578173746100312,3.5,$$ - $$$,54
L'Amour Vache,Paris,"French, European, Bar, Pub",2360,16668,0.1415886729061675,4.0,$$ - $$$,186
Eisbox,in,"Contemporary, Cafe",98,260,0.3769230769230769,4.5,$,20
Sushi Bar,Madrid,"Chinese, Sushi, Asian",5702,10890,0.5235996326905418,4.0,$,11
Mamas Food Manufaktur,Berlin,Turkish,5843,7127,0.8198400448996773,3.5,$,6
Pittarello Ristorante Bar,Hamburg,"Italian, Tuscan, Northern-Italian, Central-Italian",343,3157,0.10864745011086474,4.5,$$ - $$$,56
Burger King,Madrid,Fast Food,6851,10890,0.62910927456382,3.5,$,8
Espressamente Illy,Warsaw,Italian,2349,3007,0.7811772530761556,3.5,$,6
San Martino Bistrot,Milan,"Italian, Seafood, Mediterranean, European, Contemporary",327,7025,0.046548042704626334,4.5,$$ - $$$,219
DeGema Hamburgueria Artesanal (Coliseu),Porto,"American, Fast Food, European, Portuguese, Contemporary",431,1900,0.2268421052631579,4.5,$,89
The Buffet Bar,London,British,12373,19359,0.6391342528023142,3.5,$,15
McDonald's,Geneva,American,1160,1674,0.6929510155316607,3.5,$,10
Bhojan,Prague,Indian,1493,5235,0.2851957975167144,4.5,$,18
Fabrica do Pao,Lisbon,"European, Portuguese",4311,4685,0.9201707577374599,2.5,$,21
La Bella Vita,Vaulx en Velin,"Italian, French",1,33,0.030303030303030304,4.5,$$ - $$$,30
Primo Ciao Ciao,Stockholm,"Italian, Pizza, Mediterranean, European",684,2880,0.2375,3.5,$$ - $$$,118
Tazza in Giro,Lisbon,"Cafe, Healthy, Italian, Mediterranean, Wine Bar",443,4685,0.09455709711846318,5.0,$,62
Okasushi,Paris,"Japanese, Sushi, Asian",9875,16668,0.5924526037916966,3.5,$,28
Turkish Carry Out,Edinburgh,"Fast Food, Turkish, Pizza, Middle Eastern",192,262,0.732824427480916,3.5,$,23
R & H cafe gallery,London,"Cafe, Middle Eastern, Persian",115,19359,0.005940389482927837,5.0,$$ - $$$,287
Chopstix Restaurant,Prague,"Asian, Vietnamese, Japanese, Thai",1116,5235,0.21318051575931232,4.5,$$ - $$$,38
Arte Da Baixa,Porto,"Local cuisine, Mediterranean, European, Portuguese, Vegetarian Friendly",241,1900,0.1268421052631579,4.0,$$ - $$$,484
Alpenrose,Zurich,"Swiss, Central European, European",34,1795,0.01894150417827298,4.5,$$ - $$$,198
Au Pain Retrouve,Paris,French,11018,16668,0.6610271178305736,5.0,$,4
Taverne da Angelo,Zurich,"Italian, Pizza, European, Mediterranean",84,1795,0.0467966573816156,4.5,$$ - $$$,136
22 Ble,Athens,Greek,1959,2438,0.8035274815422477,5.0,$$ - $$$,1
Curcuma,Berlin,"Asian, Vietnamese",3311,7127,0.46457134839343345,3.5,$$ - $$$,57
Madbaren Marmorkirken,Copenhagen,"Pizza, European",5,2333,0.0021431633090441492,5.0,$,218
School Pizza Bar,Athens,"Italian, Bar, Pizza, Mediterranean",364,2438,0.14930270713699753,4.0,$$ - $$$,501
Zetland Arms,London,"Bar, British, Pub, Grill",4234,19359,0.21870964409318663,3.5,$$ - $$$,435
DIE BANK - Brasserie & Bar,Hamburg,"European, Central European",216,3157,0.06841938549255623,4.0,$$$$,692
Yogen Fruz,Athens,Deli,1464,2438,0.6004922067268252,4.0,$$ - $$$,11
IMPREVU Cafe Bar,Geneva,French,912,1674,0.5448028673835126,4.0,$,12
Peri Peri Grill,Rome,Special Diets,4202,10586,0.3969393538635934,4.0,$,71
Panini Durini,Milan,"Bar, Pub",3891,7025,0.5538790035587189,3.5,$$ - $$$,54
Restaurante Campanillas,Madrid,"Vegetarian Friendly, Gluten Free Options",131,10890,0.012029384756657484,4.5,$,316
McDonald’s,London,American,1615,1819,0.8878504672897196,3.0,$,87
Le cafe egyptien,Paris,"Mediterranean, Egyptian",10810,16668,0.648548116150708,4.0,$,8
Reinpold's KOLBice - Arany Janos utca,Budapest,"European, Street Food, Eastern European, Central European, Hungarian",1808,2933,0.6164336856460961,4.0,$,17
Tavern Kalokerinos,Athens,"Local cuisine, Mediterranean, Greek, Vegetarian Friendly",613,2438,0.25143560295324036,4.0,$$ - $$$,181
Crussh,London,Canadian,11899,19359,0.6146495170205073,3.5,$,9
A Sushi Bar,Budapest,"Japanese, Seafood, Sushi, Thai, Soups",1970,2933,0.6716672349130584,3.5,$$ - $$$,13
Tien Tsing Restaurante Chino,Barcelona,"Chinese, Asian",1993,9312,0.21402491408934707,4.5,$$ - $$$,58
Sakagura,Brussels,"Japanese, Asian",504,3526,0.14293817356778218,4.5,$$ - $$$,98
The Counter,Dublin,"American, Bar, Pub, Vegetarian Friendly, Vegan Options, Gluten Free Options",477,2313,0.20622568093385213,4.0,$$ - $$$,465
Gaststatte Schlosselgarten,Munich,"German, European, Central European",1329,3020,0.44006622516556293,3.5,$,72
The Gate Archway,London,"Cafe, British",12718,19359,0.6569554212510976,4.0,$,5
Clasico Argentino,Paris,"Latin, Argentinean, South American",7920,16668,0.47516198704103674,4.0,$$ - $$$,14
Chop'd CityPoint,London,"Fast Food, Healthy, Soups",15930,19359,0.8228730822873083,2.5,$,5
Egun-On,Madrid,"Mediterranean, Spanish, Bar, Cafe, Seafood, Pub",3408,10890,0.31294765840220384,4.0,$$ - $$$,73
Bonjour Cafe,Budapest,"Pizza, Hungarian",2473,2933,0.843163995908626,4.0,$,14
Ping On Cantonese Restaurant,Edinburgh,"Chinese, Asian",1079,1856,0.5813577586206896,3.5,$$ - $$$,148
Dera Restaurant Dublin,Dublin,"Indian, Pakistani",1186,2313,0.512753999135322,3.5,$$ - $$$,61
Lapaciencia,Barcelona,"Bar, European, Spanish, Mediterranean",4174,9312,0.4482388316151203,3.5,$,77
Yawn Cafe,Edinburgh,"Cafe, British, American, Scottish",732,1856,0.39439655172413796,4.5,$,40
Virgule,Paris,"French, European",3176,16668,0.19054475641948643,4.0,$$ - $$$,141
Bar Restaurant La Catalana,Barcelona,"Mediterranean, Spanish",7503,9312,0.8057345360824743,3.0,$,19
Galata KonagI,Vienna,Turkish,3602,3953,0.9112066784720465,2.5,$$ - $$$,3
Grand Cafe de la Soierie,Lyon,"French, Bar, Pub",2229,2705,0.8240295748613679,3.0,$$ - $$$,120
Tarantino Pizzeria,Barcelona,Pizza,5185,9312,0.5568084192439863,3.5,$,24
City Cafe 2,London,"American, British",10708,19359,0.5531277442016633,4.0,$,9
Gasthaus Glashaus,Berlin,"Croatian, Central European, European",369,7127,0.05177494036761611,4.5,$$ - $$$,108
Restaurace U Jerabku,Prague,"European, Czech",3744,5235,0.7151862464183381,5.0,$,1
Attimi By Heinz Beck,Rome,"Italian, Mediterranean, European",1266,10586,0.11959191384847913,4.5,$$ - $$$,167
Mato de Pedralbes,Barcelona,"Mediterranean, Spanish",7414,9312,0.7961769759450171,3.0,$$ - $$$,19
La Terrasse,Paris,"Breakfast, Lunch, Dinner",14965,16668,0.8978281737461004,2.0,$$ - $$$,4
The Long Hop,Paris,Pub,9502,16668,0.5700743940484762,3.5,$$ - $$$,27
Winchester Ristopub,Rome,Italian,5975,10586,0.5644247118836199,5.0,$$ - $$$,7
Bar Murat,Milan,,6125,7025,0.8718861209964412,3.0,$,5
The Hemingway,London,"Bar, British, Pub, Vegetarian Friendly",6775,19359,0.3499664238855313,4.0,$$ - $$$,102
Restaurante Campeon,Barcelona,"Barbecue, Catalan, Dining bars",4135,9312,0.44405068728522334,3.5,$,53
Fogg's Kitchen and Bar,London,Meals,5848,19359,0.3020817190970608,4.0,$$ - $$$,62
Hamburgueria Lusitana,Lisbon,"American, Pub",3748,4685,0.8,3.0,$,45
Maison Lallement,Paris,French,8811,16668,0.5286177105831533,4.0,$$ - $$$,33
Cultura dos Sabores,Porto,Healthy,302,1900,0.15894736842105264,4.0,$$ - $$$,381
Pane & Salame,Rome,"Italian, Romana, Lazio, Central-Italian",1679,10586,0.15860570564897034,4.5,$,114
Taberna Salamanca,Madrid,Mediterranean,2560,10890,0.23507805325987144,4.0,$$ - $$$,161
Moty,Paris,French,9080,16668,0.544756419486441,4.5,$,11
Cafe Vian Bisztro,Budapest,"Local cuisine, Bar, Cafe, European, Central European, Hungarian",347,2933,0.11830889873849301,4.0,$$ - $$$,472
Charrua's Aribau,Barcelona,Mediterranean,5608,9312,0.602233676975945,4.5,$$ - $$$,15
Krako Slow Wines,Krakow,"European, Wine Bar, Eastern European, Central European, Polish",188,1589,0.118313404657017,4.5,$$ - $$$,145
Mr mai vietnam food,Luxembourg City,"Asian, Vietnamese",170,715,0.23776223776223776,5.0,$,19
eu mundo,Madrid,"Spanish, Mediterranean",6399,10890,0.587603305785124,3.0,$$ - $$$,59
Roxie Steak - Clapham,London,"Barbecue, Steakhouse",3446,19359,0.17800506224495066,4.0,$$ - $$$,126
Balti Spice Club,London,Meals,11837,19359,0.6114468722557983,4.5,$,4
Otto's,London,"French, European, Vegetarian Friendly, Gluten Free Options",267,19359,0.013792034712536804,4.5,$$$$,408
El Gusto Es Nuestro,Madrid,"Japanese, Peruvian, Spanish, Thai, South American",3543,10890,0.3253443526170799,4.5,$$ - $$$,25
Palms Palace,London,"Lebanese, Middle Eastern",10165,19359,0.5250787747300997,3.5,$$ - $$$,25
Nero di Seppia,Rome,"Seafood, Italian, Mediterranean, Fusion",1348,10586,0.1273379935764217,4.0,$$ - $$$,289
Il Forno con Tapas,Stockholm,"Italian, Pizza, European",2667,2880,0.9260416666666667,2.0,$$ - $$$,285
Restaurante Navia,Barcelona,"European, Spanish, Mediterranean",3244,9312,0.3483676975945017,3.5,$,154
Ravioli Nord Est,Paris,"Chinese, Asian",3303,16668,0.19816414686825054,4.0,$,85
Pizza del Arte,Vaulx en Velin,"Italian, Pizza",22,33,0.6666666666666666,3.0,$$ - $$$,230
The De Beauvoir Deli Co.,London,"Cafe, Deli",7560,19359,0.3905160390516039,4.0,$$ - $$$,42
Salabka,Prague,"International, European, Wine Bar, Czech",228,5235,0.04355300859598854,4.5,$$$$,148
Cafe del Monaguillo,Madrid,"Bar, Pub",8809,10890,0.8089072543617998,3.0,$$ - $$$,43
Feinschmecker,Oslo,"French, European, Norwegian, Scandinavian, Vegetarian Friendly",35,1306,0.02679938744257274,4.5,$$$$,178
Reunion,London,Meals,7349,19359,0.37961671573944933,4.0,$$ - $$$,69
The Best Turkish Kebab House,London,Fast Food,10914,19359,0.5637687897102123,4.0,$,18
Burrito Project,Oslo,"Mexican, Fast Food",52,74,0.7027027027027027,3.5,$,59
Red Sea Restaurant,London,"Middle Eastern, Arabic, African",6526,19359,0.33710418926597446,4.5,$$ - $$$,26
EXKi,Amsterdam,"Cafe, European",920,3854,0.2387130254281266,4.0,$$ - $$$,90
Food 2.0,Bratislava,Healthy,274,1199,0.2285237698081735,5.0,$$ - $$$,10
Butcher's Hook,London,"Bar, British, Pub, Gastropub",5064,19359,0.26158375949170926,4.0,$$ - $$$,212
Bottega Italia,Hamburg,"Italian, European",828,3157,0.26227431105479887,4.0,$$ - $$$,73
Brasserie Godot,Stockholm,"French, European, Swedish, Scandinavian, Vegetarian Friendly, Vegan Options",32,2880,0.011111111111111112,4.5,$$ - $$$,198
Gospoda Do Syta,Warsaw,"Polish, European, Central European",757,3007,0.2517459261722647,4.0,$$ - $$$,31
Alter Bach-Hengl,Vienna,"German, Austrian, Bar, European",1471,3953,0.3721224386541867,3.5,$$ - $$$,208
Parsifal Bar con Cucina,Milan,Italian,2365,7025,0.3366548042704626,4.5,$,36
Theo's Simple Italian,London,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options",2120,19359,0.10950978872875665,4.0,$$ - $$$,278
Zum Brunnstein,Munich,"Local cuisine, German, European, Central European, Vegetarian Friendly",64,3020,0.02119205298013245,4.5,$$ - $$$,469
Bentleys Preciados,Madrid,"American, Fast Food",1377,10890,0.12644628099173555,4.0,$$ - $$$,190
MANI Restaurant,Berlin,"European, Middle Eastern, Israeli, Mediterranean",547,7127,0.07675038585660166,4.0,$$ - $$$,268
Como Tapas by comocomo,Brussels,"Mediterranean, European, Spanish",238,3526,0.06749858196256381,4.0,$$ - $$$,781
Daquise,London,"Polish, European, Eastern European, Central European, Vegetarian Friendly",753,19359,0.038896637222997056,4.5,$$ - $$$,700
Lisboa Tu & Eu 2,Lisbon,"International, Mediterranean, European, Portuguese",74,4685,0.015795090715048025,4.5,$$ - $$$,638
Berlin Bistro Pomelo Tree,Berlin,Vietnamese,2575,7127,0.36130209064122354,4.5,$,13
Notting Hill Tex Mex,London,"Mexican, Southwestern, Central American, Vegetarian Friendly",2109,19359,0.10894157756082443,4.0,$$ - $$$,311
Hemingway's Bar,Madrid,"Mediterranean, Argentinean, South American",8716,10890,0.8003673094582185,3.0,$$ - $$$,12
Einde Van de Wereld,Amsterdam,"Dutch, European",3317,3854,0.8606642449403218,4.5,$,4
Durazzo Pizzeria Restaurant,London,"Italian, Pizza, Mediterranean, European",3634,19359,0.18771630766051967,4.5,$$ - $$$,116
Stolen,Stockholm,"International, European",2057,2880,0.7142361111111111,4.5,$,3
Fat Angel Pubfood,Budapest,"Bar, Pub, European, Asian",1765,2933,0.6017729287419025,3.5,$,22
Osteria Delizie del Mare,Milan,"Italian, Seafood, Mediterranean",541,7025,0.07701067615658364,4.0,$$ - $$$,376
Pizzeria Il Malandrino,Barcelona,"Italian, Pizza, European",4449,9312,0.47777061855670105,4.0,$$ - $$$,33
